#Refer to ReadMe/ReadMe_Get_ENCODE_MetaData_files.txt for details of this metadata file
File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample life stage	Biosample sex	Biosample organism	Biosample treatments	Biosample subcellular fraction term name	Biosample phase	Biosample synchronization stage	Experiment target	Antibody accession	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biosample Age	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	File download URL	Assembly	Platform	Controlled by	File Status	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF014YBK	bed narrowPeak	peaks	ENCSR301RCD	DNase-seq	UBERON:0001224	renal pelvis	tissue	fetal	male	Homo sapiens							DNA		see document			2013-07-31	Roadmap					1							ENCFF188LFW, ENCFF992CZQ	600609	ENCODE Processing Pipeline	57ce52bc4c77f848cb92fa9559619dfa	https://www.encodeproject.org/files/ENCFF014YBK/@@download/ENCFF014YBK.bed.gz	GRCh38			released				
ENCFF630TFU	bed narrowPeak	peaks	ENCSR301RCD	DNase-seq	UBERON:0001224	renal pelvis	tissue	fetal	male	Homo sapiens							DNA		see document			2013-07-31	Roadmap					1							ENCFF163ZHO, ENCFF832UWX	597358	ENCODE Processing Pipeline	bb73f4c8516c6a6a054bc6be1b007f08	https://www.encodeproject.org/files/ENCFF630TFU/@@download/ENCFF630TFU.bed.gz	hg19			released				
ENCFF721HLN	bed narrowPeak	peaks	ENCSR619BNL	DNase-seq	UBERON:0001499	muscle of arm	tissue	fetal	male	Homo sapiens							DNA		see document			2013-07-31	Roadmap					1							ENCFF417KFJ, ENCFF992CZQ	683936	ENCODE Processing Pipeline	c4de8ce2bd5c93be5e53a29a97011027	https://www.encodeproject.org/files/ENCFF721HLN/@@download/ENCFF721HLN.bed.gz	GRCh38			released				
ENCFF970CEY	bed narrowPeak	peaks	ENCSR619BNL	DNase-seq	UBERON:0001499	muscle of arm	tissue	fetal	male	Homo sapiens							DNA		see document			2013-07-31	Roadmap					1							ENCFF163ZHO, ENCFF282SEV	680241	ENCODE Processing Pipeline	edb10db96b96b8ac8a89182636321995	https://www.encodeproject.org/files/ENCFF970CEY/@@download/ENCFF970CEY.bed.gz	hg19			released				
ENCFF203FLV	bed narrowPeak	peaks	ENCSR392GCE	DNase-seq	UBERON:0000948	heart	tissue	fetal	male	Homo sapiens							DNA		see document			2013-07-31	Roadmap					1							ENCFF580RDN, ENCFF992CZQ	1325471	ENCODE Processing Pipeline	f15dbeeab8b22dcc4da5f368b1ddb03d	https://www.encodeproject.org/files/ENCFF203FLV/@@download/ENCFF203FLV.bed.gz	GRCh38			released				
ENCFF054UBW	bed narrowPeak	peaks	ENCSR392GCE	DNase-seq	UBERON:0000948	heart	tissue	fetal	male	Homo sapiens							DNA		see document			2013-07-31	Roadmap					1							ENCFF163ZHO, ENCFF921MZU	1323453	ENCODE Processing Pipeline	4d074f8625df9e0c9fbe62489dfd9556	https://www.encodeproject.org/files/ENCFF054UBW/@@download/ENCFF054UBW.bed.gz	hg19			released				
ENCFF641CNI	bed narrowPeak	peaks	ENCSR419MZH	DNase-seq	UBERON:0002369	adrenal gland	tissue	fetal	female	Homo sapiens							DNA		see document			2013-07-31	Roadmap					1							ENCFF454BVT, ENCFF992CZQ	724258	ENCODE Processing Pipeline	dc19554c8cb6b41c9cd30b254878367d	https://www.encodeproject.org/files/ENCFF641CNI/@@download/ENCFF641CNI.bed.gz	GRCh38			released				
ENCFF896PXG	bed narrowPeak	peaks	ENCSR419MZH	DNase-seq	UBERON:0002369	adrenal gland	tissue	fetal	female	Homo sapiens							DNA		see document			2013-07-31	Roadmap					1							ENCFF009UOS, ENCFF163ZHO	718316	ENCODE Processing Pipeline	19e7ed016bbdeffc0193b9acd2acc213	https://www.encodeproject.org/files/ENCFF896PXG/@@download/ENCFF896PXG.bed.gz	hg19			released				
ENCFF908KXP	bed narrowPeak	peaks	ENCSR511GQA	DNase-seq	UBERON:0000945	stomach	tissue	fetal	female	Homo sapiens							DNA		see document			2013-07-31	Roadmap					1							ENCFF163ZHO, ENCFF636WUI	537908	ENCODE Processing Pipeline	725909f25f73acc77f2d903213ea8eba	https://www.encodeproject.org/files/ENCFF908KXP/@@download/ENCFF908KXP.bed.gz	hg19			released				
ENCFF921FAL	bed narrowPeak	peaks	ENCSR511GQA	DNase-seq	UBERON:0000945	stomach	tissue	fetal	female	Homo sapiens							DNA		see document			2013-07-31	Roadmap					1							ENCFF658RCI, ENCFF992CZQ	540612	ENCODE Processing Pipeline	a9940e1c2751b473091a92dd01aae69f	https://www.encodeproject.org/files/ENCFF921FAL/@@download/ENCFF921FAL.bed.gz	GRCh38			released				
ENCFF289GRX	bed narrowPeak	peaks	ENCSR269SIA	DNase-seq	EFO:0002179	G401	immortalized cell line	child	male	Homo sapiens							DNA					2015-08-18	ENCODE					1							ENCFF693EAW	2780823	John Stamatoyannopoulos, UW	8575342a4bf0654783a3827ce9a0d7c3	https://www.encodeproject.org/files/ENCFF289GRX/@@download/ENCFF289GRX.bed.gz	hg19			archived	inconsistent platforms, mixed run types	experiment not submitted to GEO, sequencing runs labeled as technical replicates		
ENCFF074QJE	bed narrowPeak	peaks	ENCSR269SIA	DNase-seq	EFO:0002179	G401	immortalized cell line	child	male	Homo sapiens							DNA					2015-08-18	ENCODE					2		36					ENCFF254EXH	2420953	John Stamatoyannopoulos, UW	6618ef939bb8a38c366179f952e19c2a	https://www.encodeproject.org/files/ENCFF074QJE/@@download/ENCFF074QJE.bed.gz	hg19			archived	inconsistent platforms, mixed run types	experiment not submitted to GEO, sequencing runs labeled as technical replicates		
ENCFF550IUR	bed narrowPeak	peaks	ENCSR269SIA	DNase-seq	EFO:0002179	G401	immortalized cell line	child	male	Homo sapiens							DNA					2015-08-18	ENCODE					2							ENCFF163ZHO, ENCFF496AZI	1114966	ENCODE Processing Pipeline	f50af57591029f5765a040a1a2c1e29e	https://www.encodeproject.org/files/ENCFF550IUR/@@download/ENCFF550IUR.bed.gz	hg19			released	inconsistent platforms, mixed run types	experiment not submitted to GEO, sequencing runs labeled as technical replicates		
ENCFF315KCJ	bed narrowPeak	peaks	ENCSR269SIA	DNase-seq	EFO:0002179	G401	immortalized cell line	child	male	Homo sapiens							DNA					2015-08-18	ENCODE					1							ENCFF163ZHO, ENCFF532MKH	2593686	ENCODE Processing Pipeline	99600a74666597aecfa27c3ceb795837	https://www.encodeproject.org/files/ENCFF315KCJ/@@download/ENCFF315KCJ.bed.gz	hg19			released	inconsistent platforms, mixed run types	experiment not submitted to GEO, sequencing runs labeled as technical replicates		
ENCFF207AEZ	bed narrowPeak	peaks	ENCSR269SIA	DNase-seq	EFO:0002179	G401	immortalized cell line	child	male	Homo sapiens							DNA					2015-08-18	ENCODE					2							ENCFF817XDS, ENCFF992CZQ	1391979	ENCODE Processing Pipeline	3ea1bbb8da913ab51a7010daf5174475	https://www.encodeproject.org/files/ENCFF207AEZ/@@download/ENCFF207AEZ.bed.gz	GRCh38			released	inconsistent platforms, mixed run types	experiment not submitted to GEO, sequencing runs labeled as technical replicates		
ENCFF957IHO	bed narrowPeak	peaks	ENCSR269SIA	DNase-seq	EFO:0002179	G401	immortalized cell line	child	male	Homo sapiens							DNA					2015-08-18	ENCODE					1							ENCFF703XGD, ENCFF992CZQ	2608950	ENCODE Processing Pipeline	190e2617ced5d2a47313b17c0b453c93	https://www.encodeproject.org/files/ENCFF957IHO/@@download/ENCFF957IHO.bed.gz	GRCh38			released	inconsistent platforms, mixed run types	experiment not submitted to GEO, sequencing runs labeled as technical replicates		
ENCFF806ECN	bed narrowPeak	peaks	ENCSR785BDQ	DNase-seq	CL:0000653	glomerular visceral epithelial cell	primary cell	child	unknown	Homo sapiens							DNA					2016-05-11	ENCODE					2		36					ENCFF021NUL	1436651	John Stamatoyannopoulos, UW	c24a2d6cea48565e54201d604ef79a6e	https://www.encodeproject.org/files/ENCFF806ECN/@@download/ENCFF806ECN.bed.gz	hg19			archived		experiment not submitted to GEO		
ENCFF223XEO	bed narrowPeak	peaks	ENCSR785BDQ	DNase-seq	CL:0000653	glomerular visceral epithelial cell	primary cell	child	unknown	Homo sapiens							DNA					2016-05-11	ENCODE					1		36					ENCFF071QGD	2435790	John Stamatoyannopoulos, UW	1a49710b687bd496131d2aa7fa237e27	https://www.encodeproject.org/files/ENCFF223XEO/@@download/ENCFF223XEO.bed.gz	hg19			archived		experiment not submitted to GEO		
ENCFF089THB	bed narrowPeak	peaks	ENCSR785BDQ	DNase-seq	CL:0000653	glomerular visceral epithelial cell	primary cell	child	unknown	Homo sapiens							DNA					2016-05-11	ENCODE					1							ENCFF163ZHO, ENCFF798EDH	2129571	ENCODE Processing Pipeline	4219dd23661f2298c7267007840cc1bd	https://www.encodeproject.org/files/ENCFF089THB/@@download/ENCFF089THB.bed.gz	hg19			released		experiment not submitted to GEO		
ENCFF805WCL	bed narrowPeak	peaks	ENCSR785BDQ	DNase-seq	CL:0000653	glomerular visceral epithelial cell	primary cell	child	unknown	Homo sapiens							DNA					2016-05-11	ENCODE					2							ENCFF163ZHO, ENCFF289XWH	689738	ENCODE Processing Pipeline	68e900716ff817d16cee25ceb844e022	https://www.encodeproject.org/files/ENCFF805WCL/@@download/ENCFF805WCL.bed.gz	hg19			released		experiment not submitted to GEO		
ENCFF880WZV	bed narrowPeak	peaks	ENCSR785BDQ	DNase-seq	CL:0000653	glomerular visceral epithelial cell	primary cell	child	unknown	Homo sapiens							DNA					2016-05-11	ENCODE					1							ENCFF880PGS, ENCFF992CZQ	2137999	ENCODE Processing Pipeline	428c3738a3e605d6929d54232c68f6ec	https://www.encodeproject.org/files/ENCFF880WZV/@@download/ENCFF880WZV.bed.gz	GRCh38			released		experiment not submitted to GEO		
ENCFF012RRK	bed narrowPeak	peaks	ENCSR785BDQ	DNase-seq	CL:0000653	glomerular visceral epithelial cell	primary cell	child	unknown	Homo sapiens							DNA					2016-05-11	ENCODE					2							ENCFF905EGB, ENCFF992CZQ	692120	ENCODE Processing Pipeline	486f0dc0a715b205c9645599888f1b75	https://www.encodeproject.org/files/ENCFF012RRK/@@download/ENCFF012RRK.bed.gz	GRCh38			released		experiment not submitted to GEO		
ENCFF698DNH	bed narrowPeak	peaks	ENCSR154AVE	DNase-seq	EFO:0002067	K562	immortalized cell line	adult	female	Homo sapiens							DNA					2015-08-31	ENCODE					1		36					ENCFF608COE	2955384	John Stamatoyannopoulos, UW	86a4d27e5a8f9dd55a06a753cd9b2ad5	https://www.encodeproject.org/files/ENCFF698DNH/@@download/ENCFF698DNH.bed.gz	hg19			archived		experiment not submitted to GEO	unreplicated experiment	
ENCFF914OEJ	bed narrowPeak	peaks	ENCSR154AVE	DNase-seq	EFO:0002067	K562	immortalized cell line	adult	female	Homo sapiens							DNA					2015-08-31	ENCODE					1							ENCFF163ZHO, ENCFF790XWV	1280925	ENCODE Processing Pipeline	604c06bdc5b5fe44fe8778cc73ce7220	https://www.encodeproject.org/files/ENCFF914OEJ/@@download/ENCFF914OEJ.bed.gz	hg19			released		experiment not submitted to GEO	unreplicated experiment	
ENCFF291MLL	bed narrowPeak	peaks	ENCSR154AVE	DNase-seq	EFO:0002067	K562	immortalized cell line	adult	female	Homo sapiens							DNA					2015-08-31	ENCODE					1							ENCFF429TTZ, ENCFF992CZQ	1286170	ENCODE Processing Pipeline	c8ef83f315344acc8bd979a1e33385fe	https://www.encodeproject.org/files/ENCFF291MLL/@@download/ENCFF291MLL.bed.gz	GRCh38			released		experiment not submitted to GEO	unreplicated experiment	
ENCFF475KAG	bed narrowPeak	peaks	ENCSR374YBC	DNase-seq	EFO:0002067	K562	immortalized cell line	adult	female	Homo sapiens							DNA					2015-08-31	ENCODE					1		36					ENCFF222UTC	2003249	John Stamatoyannopoulos, UW	47e30c6317cb4e3daee85215788bc388	https://www.encodeproject.org/files/ENCFF475KAG/@@download/ENCFF475KAG.bed.gz	hg19			archived		experiment not submitted to GEO	unreplicated experiment	
ENCFF019ABA	bed narrowPeak	peaks	ENCSR374YBC	DNase-seq	EFO:0002067	K562	immortalized cell line	adult	female	Homo sapiens							DNA					2015-08-31	ENCODE					1							ENCFF163ZHO, ENCFF254WLO	524484	ENCODE Processing Pipeline	11b84842d4088c2c4215c0d0144efa18	https://www.encodeproject.org/files/ENCFF019ABA/@@download/ENCFF019ABA.bed.gz	hg19			released		experiment not submitted to GEO	unreplicated experiment	
ENCFF454MFG	bed narrowPeak	peaks	ENCSR374YBC	DNase-seq	EFO:0002067	K562	immortalized cell line	adult	female	Homo sapiens							DNA					2015-08-31	ENCODE					1							ENCFF632XUY, ENCFF992CZQ	531083	ENCODE Processing Pipeline	6678ee0574e135053a6a1eb1f9cd8eb3	https://www.encodeproject.org/files/ENCFF454MFG/@@download/ENCFF454MFG.bed.gz	GRCh38			released		experiment not submitted to GEO	unreplicated experiment	
ENCFF415AVO	bed narrowPeak	peaks	ENCSR228IKB	DNase-seq	UBERON:0001150	body of pancreas	tissue	adult	male	Homo sapiens							DNA					2016-05-09	ENCODE					1							ENCFF597ILG	2804502	John Stamatoyannopoulos, UW	b2075e3d3fe6ca7f0af5345d8c806605	https://www.encodeproject.org/files/ENCFF415AVO/@@download/ENCFF415AVO.bed.gz	hg19			archived	inconsistent platforms	experiment not submitted to GEO, biological replicates with identical biosample		
ENCFF823VOH	bed narrowPeak	peaks	ENCSR228IKB	DNase-seq	UBERON:0001150	body of pancreas	tissue	adult	male	Homo sapiens							DNA					2016-05-09	ENCODE					2							ENCFF169KOK	2894385	John Stamatoyannopoulos, UW	cde30e3b49a6b44b5bb86a4a90394ed5	https://www.encodeproject.org/files/ENCFF823VOH/@@download/ENCFF823VOH.bed.gz	hg19			archived	inconsistent platforms	experiment not submitted to GEO, biological replicates with identical biosample		
ENCFF454JYJ	bed narrowPeak	peaks	ENCSR228IKB	DNase-seq	UBERON:0001150	body of pancreas	tissue	adult	male	Homo sapiens							DNA					2016-05-09	ENCODE					1							ENCFF163ZHO, ENCFF497UHH	1737943	ENCODE Processing Pipeline	df6d43a3df0665c3b202347fd0b71972	https://www.encodeproject.org/files/ENCFF454JYJ/@@download/ENCFF454JYJ.bed.gz	hg19			released	inconsistent platforms	experiment not submitted to GEO, biological replicates with identical biosample		
ENCFF641GJR	bed narrowPeak	peaks	ENCSR228IKB	DNase-seq	UBERON:0001150	body of pancreas	tissue	adult	male	Homo sapiens							DNA					2016-05-09	ENCODE					2							ENCFF163ZHO, ENCFF231LYE	1616434	ENCODE Processing Pipeline	c0f7086b9cfd2f2e96d2657b83826b3f	https://www.encodeproject.org/files/ENCFF641GJR/@@download/ENCFF641GJR.bed.gz	hg19			released	inconsistent platforms	experiment not submitted to GEO, biological replicates with identical biosample		
ENCFF825LJE	bed narrowPeak	peaks	ENCSR228IKB	DNase-seq	UBERON:0001150	body of pancreas	tissue	adult	male	Homo sapiens							DNA					2016-05-09	ENCODE					1							ENCFF457BVD, ENCFF992CZQ	1757622	ENCODE Processing Pipeline	43ce8e62ac09050a7e0f5fc603a96987	https://www.encodeproject.org/files/ENCFF825LJE/@@download/ENCFF825LJE.bed.gz	GRCh38			released	inconsistent platforms	experiment not submitted to GEO, biological replicates with identical biosample		
ENCFF172TIY	bed narrowPeak	peaks	ENCSR228IKB	DNase-seq	UBERON:0001150	body of pancreas	tissue	adult	male	Homo sapiens							DNA					2016-05-09	ENCODE					2							ENCFF302OBB, ENCFF992CZQ	1636714	ENCODE Processing Pipeline	eaaa91331606c21e639560838a223af0	https://www.encodeproject.org/files/ENCFF172TIY/@@download/ENCFF172TIY.bed.gz	GRCh38			released	inconsistent platforms	experiment not submitted to GEO, biological replicates with identical biosample		
ENCFF506RNG	bed narrowPeak	peaks	ENCSR902XFY	DNase-seq	UBERON:0002046	thyroid gland	tissue	adult	male	Homo sapiens							DNA					2016-05-23	ENCODE					1		36					ENCFF048NXC	2762380	John Stamatoyannopoulos, UW	de45076f44b61f3bb65df8b5b4f8e251	https://www.encodeproject.org/files/ENCFF506RNG/@@download/ENCFF506RNG.bed.gz	hg19			archived	inconsistent platforms	experiment not submitted to GEO, biological replicates with identical biosample		
ENCFF767BLF	bed narrowPeak	peaks	ENCSR902XFY	DNase-seq	UBERON:0002046	thyroid gland	tissue	adult	male	Homo sapiens							DNA					2016-05-23	ENCODE					2		36					ENCFF782HIK	3496235	John Stamatoyannopoulos, UW	927270e7c927a4c07acff572795b9a25	https://www.encodeproject.org/files/ENCFF767BLF/@@download/ENCFF767BLF.bed.gz	hg19			archived	inconsistent platforms	experiment not submitted to GEO, biological replicates with identical biosample		
ENCFF783SBI	bed narrowPeak	peaks	ENCSR902XFY	DNase-seq	UBERON:0002046	thyroid gland	tissue	adult	male	Homo sapiens							DNA					2016-05-23	ENCODE					1							ENCFF163ZHO, ENCFF406DHO	1037099	ENCODE Processing Pipeline	618fd34b106c8580a264c88873af97a0	https://www.encodeproject.org/files/ENCFF783SBI/@@download/ENCFF783SBI.bed.gz	hg19			released	inconsistent platforms	experiment not submitted to GEO, biological replicates with identical biosample		
ENCFF692HNC	bed narrowPeak	peaks	ENCSR902XFY	DNase-seq	UBERON:0002046	thyroid gland	tissue	adult	male	Homo sapiens							DNA					2016-05-23	ENCODE					2							ENCFF109WDQ, ENCFF163ZHO	1741817	ENCODE Processing Pipeline	77d3051a414746276ce6d30bb04c4655	https://www.encodeproject.org/files/ENCFF692HNC/@@download/ENCFF692HNC.bed.gz	hg19			released	inconsistent platforms	experiment not submitted to GEO, biological replicates with identical biosample		
ENCFF157AJE	bed narrowPeak	peaks	ENCSR902XFY	DNase-seq	UBERON:0002046	thyroid gland	tissue	adult	male	Homo sapiens							DNA					2016-05-23	ENCODE					1							ENCFF887BGM, ENCFF992CZQ	1043000	ENCODE Processing Pipeline	06e41b6cb2b48ddaf8f1b63cb52229e0	https://www.encodeproject.org/files/ENCFF157AJE/@@download/ENCFF157AJE.bed.gz	GRCh38			released	inconsistent platforms	experiment not submitted to GEO, biological replicates with identical biosample		
ENCFF222JZF	bed narrowPeak	peaks	ENCSR902XFY	DNase-seq	UBERON:0002046	thyroid gland	tissue	adult	male	Homo sapiens							DNA					2016-05-23	ENCODE					2							ENCFF432XTV, ENCFF992CZQ	1748073	ENCODE Processing Pipeline	3946d3c664d18f7e5dc6b70e0055d15b	https://www.encodeproject.org/files/ENCFF222JZF/@@download/ENCFF222JZF.bed.gz	GRCh38			released	inconsistent platforms	experiment not submitted to GEO, biological replicates with identical biosample		
ENCFF402BHJ	bed narrowPeak	peaks	ENCSR435NHO	DNase-seq	UBERON:0012314	embryonic facial prominence	tissue	fetal	unknown	Homo sapiens							DNA					2016-05-09	ENCODE					1		36					ENCFF094RVG	3506335	John Stamatoyannopoulos, UW	ba225cc62f1d312e48e4d6ab564411cf	https://www.encodeproject.org/files/ENCFF402BHJ/@@download/ENCFF402BHJ.bed.gz	hg19			archived	inconsistent platforms	experiment not submitted to GEO		
ENCFF943HPR	bed narrowPeak	peaks	ENCSR435NHO	DNase-seq	UBERON:0012314	embryonic facial prominence	tissue	fetal	unknown	Homo sapiens							DNA					2016-05-09	ENCODE					2		36					ENCFF728OEC	2832706	John Stamatoyannopoulos, UW	d92855931e17279fc319d47b69a82f22	https://www.encodeproject.org/files/ENCFF943HPR/@@download/ENCFF943HPR.bed.gz	hg19			archived	inconsistent platforms	experiment not submitted to GEO		
ENCFF939BIB	bed narrowPeak	peaks	ENCSR435NHO	DNase-seq	UBERON:0012314	embryonic facial prominence	tissue	fetal	unknown	Homo sapiens							DNA					2016-05-09	ENCODE					1							ENCFF163ZHO, ENCFF894ZOI	1047368	ENCODE Processing Pipeline	07b1f0cd001e359219392484b465b35d	https://www.encodeproject.org/files/ENCFF939BIB/@@download/ENCFF939BIB.bed.gz	hg19			released	inconsistent platforms	experiment not submitted to GEO		
ENCFF709MYY	bed narrowPeak	peaks	ENCSR435NHO	DNase-seq	UBERON:0012314	embryonic facial prominence	tissue	fetal	unknown	Homo sapiens							DNA					2016-05-09	ENCODE					2							ENCFF022QSA, ENCFF163ZHO	987580	ENCODE Processing Pipeline	14e375e0fc5ace33a1a66c2676c9f607	https://www.encodeproject.org/files/ENCFF709MYY/@@download/ENCFF709MYY.bed.gz	hg19			released	inconsistent platforms	experiment not submitted to GEO		
ENCFF581KCL	bed narrowPeak	peaks	ENCSR435NHO	DNase-seq	UBERON:0012314	embryonic facial prominence	tissue	fetal	unknown	Homo sapiens							DNA					2016-05-09	ENCODE					1							ENCFF159ZDG, ENCFF992CZQ	1051903	ENCODE Processing Pipeline	04b07ede942e7a71f0d01647663ac6a4	https://www.encodeproject.org/files/ENCFF581KCL/@@download/ENCFF581KCL.bed.gz	GRCh38			released	inconsistent platforms	experiment not submitted to GEO		
ENCFF716GVK	bed narrowPeak	peaks	ENCSR435NHO	DNase-seq	UBERON:0012314	embryonic facial prominence	tissue	fetal	unknown	Homo sapiens							DNA					2016-05-09	ENCODE					2							ENCFF216JFD, ENCFF992CZQ	991305	ENCODE Processing Pipeline	6e263b79a8cf10a0a16f73d5b66f9e36	https://www.encodeproject.org/files/ENCFF716GVK/@@download/ENCFF716GVK.bed.gz	GRCh38			released	inconsistent platforms	experiment not submitted to GEO		
ENCFF052IIY	bed narrowPeak	peaks	ENCSR092WMD	DNase-seq	UBERON:0018117	left renal cortex interstitium	tissue	fetal	male	Homo sapiens							DNA		see document			2013-07-31	Roadmap					1							ENCFF163ZHO, ENCFF497FSA	805738	ENCODE Processing Pipeline	558eb6c0cc28c86f457eaae868b1f0c5	https://www.encodeproject.org/files/ENCFF052IIY/@@download/ENCFF052IIY.bed.gz	hg19			released				
ENCFF863CNC	bed narrowPeak	peaks	ENCSR092WMD	DNase-seq	UBERON:0018117	left renal cortex interstitium	tissue	fetal	male	Homo sapiens							DNA		see document			2013-07-31	Roadmap					1							ENCFF198IMW, ENCFF992CZQ	806261	ENCODE Processing Pipeline	59975fe3ec34e13aee89e85e5044b2e7	https://www.encodeproject.org/files/ENCFF863CNC/@@download/ENCFF863CNC.bed.gz	GRCh38			released				
ENCFF268PYO	bed narrowPeak	peaks	ENCSR166TEE	DNase-seq	UBERON:0003662	forelimb muscle	tissue	fetal	female	Homo sapiens							DNA		see document			2013-07-31	Roadmap					1							ENCFF163ZHO, ENCFF211ZVK	742599	ENCODE Processing Pipeline	d4e4f67ea355768e976d4cb55c4917e6	https://www.encodeproject.org/files/ENCFF268PYO/@@download/ENCFF268PYO.bed.gz	hg19			released				
ENCFF060JZA	bed narrowPeak	peaks	ENCSR166TEE	DNase-seq	UBERON:0003662	forelimb muscle	tissue	fetal	female	Homo sapiens							DNA		see document			2013-07-31	Roadmap					1							ENCFF095MFX, ENCFF992CZQ	747221	ENCODE Processing Pipeline	d8b2dfcf201a30919fbb2d607d502f1a	https://www.encodeproject.org/files/ENCFF060JZA/@@download/ENCFF060JZA.bed.gz	GRCh38			released				
ENCFF656YDE	bed narrowPeak	peaks	ENCSR855FOP	DNase-seq	CL:0000837	hematopoietic multipotent progenitor cell	primary cell	adult	male	Homo sapiens	interleukin-3, kit ligand, hydrocortisone succinate, erythropoietin						DNA					2015-11-05	ENCODE					2							ENCFF592ICG	1549509	John Stamatoyannopoulos, UW	9c940ad08a77bc520e72179a1c5ae865	https://www.encodeproject.org/files/ENCFF656YDE/@@download/ENCFF656YDE.bed.gz	hg19			archived	mixed run types	experiment not submitted to GEO, sequencing runs labeled as technical replicates		
ENCFF464WUC	bed narrowPeak	peaks	ENCSR855FOP	DNase-seq	CL:0000837	hematopoietic multipotent progenitor cell	primary cell	adult	male	Homo sapiens	interleukin-3, kit ligand, hydrocortisone succinate, erythropoietin						DNA					2015-11-05	ENCODE					1		36					ENCFF989KQL	1503049	John Stamatoyannopoulos, UW	980e491d924a432e88dfdea6c7723373	https://www.encodeproject.org/files/ENCFF464WUC/@@download/ENCFF464WUC.bed.gz	hg19			archived	mixed run types	experiment not submitted to GEO, sequencing runs labeled as technical replicates		
ENCFF247JDV	bed narrowPeak	peaks	ENCSR855FOP	DNase-seq	CL:0000837	hematopoietic multipotent progenitor cell	primary cell	adult	male	Homo sapiens	interleukin-3, kit ligand, hydrocortisone succinate, erythropoietin						DNA					2015-11-05	ENCODE					1							ENCFF163ZHO, ENCFF821WVT	580249	ENCODE Processing Pipeline	58ad7e15503fb0c26db8550a55b75283	https://www.encodeproject.org/files/ENCFF247JDV/@@download/ENCFF247JDV.bed.gz	hg19			released	mixed run types	experiment not submitted to GEO, sequencing runs labeled as technical replicates		
ENCFF368IVM	bed narrowPeak	peaks	ENCSR855FOP	DNase-seq	CL:0000837	hematopoietic multipotent progenitor cell	primary cell	adult	male	Homo sapiens	interleukin-3, kit ligand, hydrocortisone succinate, erythropoietin						DNA					2015-11-05	ENCODE					2							ENCFF128UBY, ENCFF163ZHO	1117489	ENCODE Processing Pipeline	53d5e3d52851fe3a52fc3b6dc7b86849	https://www.encodeproject.org/files/ENCFF368IVM/@@download/ENCFF368IVM.bed.gz	hg19			released	mixed run types	experiment not submitted to GEO, sequencing runs labeled as technical replicates		
ENCFF275HMP	bed narrowPeak	peaks	ENCSR855FOP	DNase-seq	CL:0000837	hematopoietic multipotent progenitor cell	primary cell	adult	male	Homo sapiens	interleukin-3, kit ligand, hydrocortisone succinate, erythropoietin						DNA					2015-11-05	ENCODE					1							ENCFF523YZY, ENCFF992CZQ	594937	ENCODE Processing Pipeline	b09362b3011f2d4d7aac133e283e7b48	https://www.encodeproject.org/files/ENCFF275HMP/@@download/ENCFF275HMP.bed.gz	GRCh38			released	mixed run types	experiment not submitted to GEO, sequencing runs labeled as technical replicates		
ENCFF787BJO	bed narrowPeak	peaks	ENCSR855FOP	DNase-seq	CL:0000837	hematopoietic multipotent progenitor cell	primary cell	adult	male	Homo sapiens	interleukin-3, kit ligand, hydrocortisone succinate, erythropoietin						DNA					2015-11-05	ENCODE					2							ENCFF515JXW, ENCFF992CZQ	1135275	ENCODE Processing Pipeline	2ffe74dcc41e44ab2ba6b6d92cddeb69	https://www.encodeproject.org/files/ENCFF787BJO/@@download/ENCFF787BJO.bed.gz	GRCh38			released	mixed run types	experiment not submitted to GEO, sequencing runs labeled as technical replicates		
ENCFF172HGE	bed narrowPeak	peaks	ENCSR188JLO	DNase-seq	UBERON:0002108	small intestine	tissue	fetal	male	Homo sapiens							DNA		see document			2013-07-31	Roadmap					1							ENCFF163ZBU, ENCFF992CZQ	693051	ENCODE Processing Pipeline	a1ec71e6fb8da0d84bc9105c72e44c44	https://www.encodeproject.org/files/ENCFF172HGE/@@download/ENCFF172HGE.bed.gz	GRCh38			released				
ENCFF640MSE	bed narrowPeak	peaks	ENCSR188JLO	DNase-seq	UBERON:0002108	small intestine	tissue	fetal	male	Homo sapiens							DNA		see document			2013-07-31	Roadmap					1							ENCFF163ZHO, ENCFF373KHF	688021	ENCODE Processing Pipeline	b5d2c5184a501ec62025499c849a4b60	https://www.encodeproject.org/files/ENCFF640MSE/@@download/ENCFF640MSE.bed.gz	hg19			released				
ENCFF483JXP	bed narrowPeak	peaks	ENCSR762FCX	DNase-seq	UBERON:0000059	large intestine	tissue	fetal	male	Homo sapiens							DNA		see document			2013-07-31	Roadmap					1							ENCFF409NQW, ENCFF992CZQ	578037	ENCODE Processing Pipeline	d1ce2afaea75f869f835a4af4fbd2ee2	https://www.encodeproject.org/files/ENCFF483JXP/@@download/ENCFF483JXP.bed.gz	GRCh38			released				
